2022-03-25,GME-1646,TLRY-630,SPY-482,TSLA-368,NVDA-351,NILE-260,GS-245,AMD-220,NIO-214,AMC-184,MULN-154,AAPL-137,QQQ-93,SNDL-88,AMZN-82,INTC-78,LFG-76,FB-73,PE-64,DTE-64,RC-62,CC-57,BBIG-55,AI-55,IS-50,CLF-50,ZIM-47,FOR-46,SOFI-44,ON-44,BABA-44,YOU-43,BB-41,CS-38,TA-36,OG-35,BE-34,IBKR-34,WE-31,UP-31,WW-30,CGC-29,PLTR-29,NKLA-28,MSFT-28,MU-27,AT-27,VTI-26,TD-26,CLOV-25,RIVN-24,ALL-24,IT-24,GOOG-23,NOW-23,TQQQ-23,BBBY-22,MJ-20,SP-20,ET-19,AM-19,ACB-18,VALE-18,ASTS-18,GO-18,OI-17,DM-17,HOOD-17,SNAX-16,TDOC-16,GL-16,NAV-16,PROG-15,VOO-15,ARKK-15,HYMC-14,DWAC-14,OUT-14,LMT-14,AR-14,SO-14,AVCT-13,CEI-13,RIOT-13,MAN-13,PT-13,QCOM-13,CTB-13,WISH-13,ES-13,DKNG-13,IQ-13,SQ-13,SOXL-13,IEX-12,XRT-12,RKLB-12,DNA-12,RBLX-12,UPS-12
2022-04-03,GME-418,TSLA-156,ATER-146,NILE-119,AMC-96,SPY-88,VOO-81,GS-75,VTI-58,MULN-49,WISH-46,AAPL-45,AMD-43,LFG-31,FB-28,QQQ-27,IBM-26,HYMC-22,LGVN-21,YOU-21,AI-21,PE-20,NVDA-20,DTE-19,ALL-18,VXUS-17,RC-17,TD-17,IT-16,SP-16,IS-15,GM-15,TA-14,MSFT-14,NIO-14,TLRY-13,AMZN-13,AT-13,IP-12,BABA-12,FA-11,FOR-11,MU-11,BBIG-10,MSM-10,DM-9,BB-9,NAV-9,PLTR-8,CLOV-8,OG-7,WE-7,UP-7,UPS-7,BE-7,ES-7,CC-7,HMHC-6,DWAC-6,VT-6,ET-6,UI-6,NAK-5,PD-5,DRIP-5,EA-5,GOOG-5,MA-5,DVD-4,WWE-4,IVV-4,SB-4,DPW-4,BOOM-4,VALE-4,RIOT-4,CD-4,GT-4,DE-4,ME-4,CTB-4,ICE-4,GE-4,UVXY-4,IBKR-4,CS-4,OR-4,GO-4,IQ-4,SO-4,NFLX-4,PLAY-3,WD-3,VB-3,PENN-3,MAX-3,AKA-3,BBBY-3,MARA-3,AG-3
